ID,Eye,Trial,Spatial_Freq(cpd),Noise_Seed,Matched_PD(mm)
0,Right,1,4.0,2441698549,3.099999999999999
0,Right,2,4.0,3395330697,3.3999999999999995
0,Right,3,4.0,2602546198,3.2999999999999994
0,Right,4,4.0,3837118294,2.799999999999999
0,Right,5,4.0,891333088,3.3999999999999995
0,Left,1,4.0,566148776,2.999999999999999
0,Left,2,4.0,3300034289,2.4000000000000012
0,Left,3,4.0,1526086811,2.999999999999999
0,Left,4,4.0,2444742158,1.799999999999998
0,Left,5,4.0,231869972,1.5999999999999979
