ID,Eye,Trial,Spatial_Freq(cpd),Noise_Seed,Matched_PD(mm)
0,Right,1,4.0,679723138,3.200000000000002
0,Right,2,4.0,4045650370,3.3999999999999995
0,Right,3,4.0,2033163376,2.6000000000000014
0,Right,4,4.0,116133628,3.0000000000000018
0,Right,5,4.0,1221087232,2.8000000000000016
0,Left,1,4.0,4065373194,2.299999999999998
0,Left,2,4.0,845302887,2.4000000000000012
0,Left,3,4.0,4142810756,1.0
0,Left,4,4.0,1530694135,1.7000000000000006
0,Left,5,4.0,3930884387,2.4999999999999987
